inter-simulus interval,reponse time
4433,0
582,450
424,500
176,416
451,733
142,383
333,616
222,383
490,400
571,416
331,366
538,383
172,366
143,433
262,450
162,416
534,500
476,416
163,383
246,400
373,433
474,416
209,383
174,583
539,666
539,400
557,416
252,433
278,416
483,416
362,400
121,400
499,600
131,350
511,416
133,400
244,450
566,433
152,366
302,516
304,400
196,400
513,483
573,383
404,383
300,400
520,500
196,416
276,450
231,433
137,400
307,500
240,450
407,383
268,383
335,383
425,383
504,350
417,383
308,416
454,433
128,333
266,533
319,400
560,416
260,383
215,400
266,400
223,416
242,466
160,416
565,466
547,350
387,366
584,366
405,350
366,350
502,400
435,366
525,383
497,350
253,416
343,383
490,366
546,400
508,350
499,533
389,416
191,400
477,500
241,500
