inter-simulus interval,reponse time
3116,0
301,400
243,416
171,433
284,400
216,366
538,366
504,400
584,400
161,416
172,433
158,483
160,466
503,516
543,400
309,366
482,350
436,583
236,433
436,383
297,350
176,366
462,383
570,350
358,383
371,350
319,400
244,383
142,416
317,450
598,366
138,350
235,500
552,366
270,350
496,366
527,333
176,366
464,466
574,366
283,366
434,433
571,350
330,366
493,383
338,366
577,366
327,416
574,366
353,416
491,366
545,416
514,416
158,433
411,583
150,450
273,533
207,416
552,450
460,433
546,383
162,516
284,400
468,366
549,383
265,400
140,383
301,483
401,433
126,350
503,483
548,400
535,366
186,416
305,466
595,400
344,416
457,383
224,500
476,383
251,383
440,466
318,400
445,466
385,366
525,433
592,350
592,383
