inter-simulus interval,reponse time
8766,0
451,500
369,383
518,366
359,350
320,383
256,433
156,400
183,650
574,400
263,366
317,450
536,383
420,350
320,383
178,400
390,400
532,383
271,350
473,366
157,400
552,633
267,383
151,400
518,483
152,350
138,400
549,383
481,333
566,366
553,350
137,366
212,400
438,483
358,400
394,400
464,350
415,400
552,-5000
553,550
304,383
423,383
407,400
565,383
502,383
150,366
291,516
287,416
491,433
279,416
192,383
278,416
459,383
357,400
370,400
205,433
127,450
337,416
532,383
146,383
387,400
585,383
304,366
536,466
387,383
277,350
579,400
367,416
300,400
345,366
138,383
334,500
319,383
248,383
310,383
135,416
123,450
222,433
267,583
503,416
398,433
539,433
399,433
266,433
323,433
434,416
475,350
597,466
304,350
596,516
483,366
570,350
329,-5000
446,466
364,433
356,550
249,483
498,383
