inter-simulus interval,reponse time
9183,0
424,516
486,433
548,716
404,533
258,466
395,500
584,583
465,500
415,516
325,616
506,400
535,616
259,466
476,533
537,333
470,416
477,716
335,416
476,450
444,350
187,666
134,1300
439,733
173,466
457,650
235,500
161,450
367,466
319,533
324,366
503,400
490,566
477,483
351,-5000
218,450
301,466
378,450
203,516
212,616
249,533
514,516
216,416
290,533
201,400
331,416
208,350
273,500
226,350
416,383
187,416
163,800
250,383
490,533
205,383
306,1266
131,366
328,483
545,566
382,366
517,366
356,583
576,516
257,466
527,550
431,433
500,416
522,400
288,533
588,683
404,500
342,650
177,600
375,600
215,483
451,400
454,466
550,366
513,500
391,466
233,550
234,566
139,466
533,800
446,383
405,483
518,666
333,583
305,550
387,683
360,400
549,400
560,450
527,383
475,483
