inter-simulus interval,reponse time
7383,0
512,483
305,583
567,516
272,416
392,616
174,650
325,716
296,450
457,416
380,466
481,383
398,416
426,400
263,433
121,366
122,516
463,966
567,350
220,383
256,400
214,350
215,516
435,516
399,516
244,450
314,466
165,383
268,400
341,383
160,833
147,500
142,400
461,366
392,366
448,433
552,400
234,500
434,683
343,483
178,500
598,633
575,416
587,416
572,616
427,366
457,383
499,383
536,466
180,383
183,516
378,416
417,383
577,433
415,433
559,533
130,450
136,416
215,483
532,366
482,416
340,466
298,516
523,383
142,283
363,816
274,466
530,483
582,366
493,616
423,433
585,533
130,383
491,950
359,-5000
313,666
439,433
529,383
427,466
363,-5000
211,450
188,416
449,416
179,400
264,-5000
267,783
233,633
442,500
380,433
320,433
558,416
155,383
392,583
334,450
234,400
526,466
