inter-simulus interval,reponse time
5733,0
286,533
300,416
313,450
251,550
241,666
348,450
446,616
351,416
253,516
222,433
236,483
270,716
261,516
202,483
391,816
472,416
369,500
306,400
210,416
548,666
373,450
249,433
226,533
139,583
490,433
133,433
201,2416
548,650
489,366
234,433
265,700
531,450
248,466
315,716
406,400
474,533
412,450
588,450
380,416
382,583
403,550
581,400
235,483
256,1666
136,550
309,700
132,383
136,550
482,400
243,483
332,483
210,366
581,416
153,400
315,666
568,533
469,416
376,-1000
595,-5000
586,483
576,400
304,516
599,416
194,750
345,566
176,650
566,900
189,716
437,566
527,416
539,416
384,383
564,433
182,833
135,500
235,966
565,450
385,466
315,600
519,516
141,433
413,516
453,416
344,583
311,533
412,466
234,416
223,416
217,383
322,450
518,416
367,433
326,450
410,433
122,350
379,550
