inter-simulus interval,reponse time
8666,0
174,-1000
385,-1000
409,-1000
258,-1000
560,-1000
568,-1000
241,-1000
517,-1000
352,-1000
513,-1000
361,-1000
122,-1000
592,-1000
281,-1000
192,-1000
549,-1000
416,-1000
223,-1000
227,-1000
476,-1000
278,-1000
314,-1000
596,-1000
173,-1000
308,-1000
524,-1000
194,-1000
388,-1000
342,-1000
361,-1000
303,-1000
340,-1000
573,-1000
416,-1000
241,-1000
468,-1000
567,-1000
185,-1000
432,-1000
500,-1000
555,-1000
446,-1000
236,-1000
309,-1000
263,-1000
541,-1000
178,-1000
516,-1000
582,-1000
286,-1000
523,-1000
190,-1000
188,-1000
396,-1000
414,-1000
165,-1000
308,-1000
416,-1000
487,-1000
303,-1000
130,-1000
160,-1000
389,-1000
273,-1000
431,-1000
294,-1000
320,-1000
452,-1000
297,-1000
