inter-simulus interval,reponse time
3850,0
411,850
373,350
259,316
354,400
280,333
262,550
576,350
340,333
501,633
241,366
160,400
358,466
285,383
439,400
492,350
373,350
318,383
282,383
434,433
574,350
380,383
234,516
246,483
270,516
145,500
556,1183
442,400
338,400
566,450
287,333
339,416
162,483
125,483
519,1000
445,350
245,400
595,400
135,350
411,433
340,400
589,350
598,433
596,383
503,383
138,416
182,500
230,550
568,416
520,466
197,366
548,516
322,450
325,583
499,650
219,400
120,633
138,566
507,500
253,350
437,550
435,466
254,466
319,400
222,533
498,400
569,366
461,366
585,416
331,433
211,533
276,1400
142,683
429,700
203,450
225,766
425,650
227,500
309,416
316,416
361,433
465,433
408,450
142,400
126,550
409,450
279,416
435,383
479,416
183,466
435,483
361,383
340,433
