inter-simulus interval,reponse time
6216,0
120,-1000
301,-1000
338,-1000
175,-1000
153,-1000
314,-1000
202,-1000
318,-1000
295,-1000
531,-1000
377,-1000
334,-1000
377,-1000
568,-1000
322,-1000
580,-1000
183,-1000
191,-1000
301,-1000
424,-1000
461,-1000
205,-1000
137,-1000
358,-1000
258,-1000
472,-1000
521,-1000
344,-1000
301,-1000
268,-1000
233,-1000
534,-1000
510,-1000
124,-1000
212,-1000
592,-1000
433,-1000
193,-1000
459,-1000
478,-1000
357,-1000
181,-1000
543,-1000
265,-1000
148,-1000
181,-1000
127,-1000
294,-1000
556,-1000
199,-1000
222,-1000
312,-1000
190,-1000
288,-1000
467,-1000
525,-1000
466,-1000
380,-1000
228,-1000
425,-1000
215,-1000
162,-1000
469,-1000
453,-1000
191,-1000
456,-1000
357,-1000
403,-1000
524,-1000
533,-1000
168,-1000
531,-1000
416,-1000
181,-1000
461,-1000
