inter-simulus interval,reponse time
9066,0
182,-1000
296,-1000
391,-1000
502,-1000
422,-1000
182,-1000
433,-1000
296,-1000
362,-1000
375,-1000
222,-1000
382,-1000
300,-1000
365,-1000
322,-1000
480,-1000
135,-1000
207,-1000
170,-1000
280,-1000
202,-1000
437,-1000
206,-1000
194,-1000
142,-1000
332,-1000
140,-1000
576,-1000
490,-1000
427,-1000
463,-1000
274,-1000
178,-1000
443,-1000
509,-1000
176,-1000
387,-1000
573,-1000
392,-1000
153,-1000
478,-1000
509,-1000
374,-1000
501,-1000
292,-1000
255,-1000
190,-1000
174,-1000
568,-1000
251,-1000
399,-1000
555,-1000
227,-1000
300,-1000
358,-1000
186,-1000
376,-1000
234,-1000
403,-1000
456,-1000
196,-1000
506,-1000
521,-1000
313,-1000
474,-1000
382,-1000
370,-1000
280,-1000
406,-1000
572,-1000
