inter-simulus interval,reponse time
4416,0
188,516
258,566
328,416
427,466
342,366
524,400
466,433
577,400
407,400
150,383
508,583
583,466
357,366
322,400
393,383
134,333
374,450
400,416
340,383
388,366
483,433
251,450
585,450
371,450
402,366
321,466
382,350
406,366
134,383
457,483
412,400
359,366
223,383
279,433
559,366
362,466
153,383
406,383
370,433
484,400
130,383
459,883
295,366
250,366
435,483
455,333
169,400
395,483
371,-5000
431,350
516,383
299,383
424,383
217,400
279,383
286,383
223,383
264,366
185,400
393,400
190,400
152,350
407,683
207,366
439,400
131,400
546,450
241,383
218,316
165,383
219,416
121,400
458,400
364,416
448,383
464,416
281,433
416,466
495,383
471,466
594,633
157,433
294,383
201,400
431,483
208,400
214,400
543,383
407,450
167,433
571,483
180,400
140,500
377,500
