inter-simulus interval,reponse time
9316,0
308,416
201,433
368,400
424,383
365,516
501,433
240,433
163,466
329,-5000
481,683
267,433
466,483
390,433
150,383
435,400
522,400
216,383
596,400
584,383
315,516
502,400
135,333
126,433
493,400
184,416
159,450
553,400
247,350
298,400
566,416
228,383
440,400
204,416
285,450
569,416
536,416
242,366
285,433
591,-5000
358,750
473,-5000
200,416
483,450
268,400
522,450
547,400
271,433
574,450
464,400
417,366
240,433
211,416
527,466
385,433
170,400
232,566
351,516
516,366
599,433
127,466
590,700
555,483
199,416
543,533
195,433
257,500
136,433
220,416
409,433
288,400
588,416
129,466
247,516
279,416
348,383
572,400
592,350
133,383
371,583
201,383
531,416
233,416
356,600
335,450
206,450
599,416
352,333
239,366
188,450
403,-5000
473,716
456,450
245,433
572,516
479,-5000
174,566
190,550
139,516
409,583
404,433
190,383
439,466
140,383
301,633
