inter-simulus interval,reponse time
5416,0
474,433
232,450
170,416
203,450
251,300
477,316
124,350
393,516
406,500
470,466
202,316
244,416
298,283
337,300
427,333
129,450
255,383
552,333
205,366
575,450
579,350
473,400
523,383
335,400
417,433
319,333
511,416
484,383
365,450
170,383
595,516
405,383
392,383
270,333
339,383
488,366
291,350
595,600
176,366
207,600
309,2000
525,383
391,383
156,333
189,466
440,333
327,-5000
276,-5000
421,366
493,350
241,316
280,433
326,350
563,383
524,483
562,400
148,350
489,466
429,383
391,366
527,466
550,383
413,400
446,383
512,400
129,366
238,600
435,300
439,400
125,416
563,450
572,516
589,866
441,650
441,400
280,366
518,350
330,400
260,366
544,316
147,466
379,-5000
149,683
431,450
131,500
408,416
563,366
573,466
