inter-simulus interval,reponse time
9483,0
333,-1000
245,-1000
356,-1000
568,-1000
187,-1000
501,-1000
529,-1000
462,-1000
275,-1000
394,-1000
432,-1000
444,-1000
157,-1000
301,-1000
154,-1000
518,-1000
324,-1000
472,-1000
580,-1000
553,-1000
261,-1000
254,-1000
279,-1000
343,-1000
187,-1000
451,-1000
257,-1000
345,-1000
157,-1000
254,-1000
203,-1000
156,-1000
593,-1000
523,-1000
492,-1000
528,-1000
212,-1000
201,-1000
133,-1000
164,-1000
522,-1000
529,-1000
224,-1000
575,-1000
310,-1000
441,-1000
478,-1000
395,-1000
307,-1000
388,-1000
159,-1000
434,-1000
371,-1000
167,-1000
333,-1000
224,-1000
476,-1000
555,-1000
428,-1000
387,-1000
259,-1000
291,-1000
428,-1000
168,-1000
596,-1000
