inter-simulus interval,reponse time
7550,0
264,-1000
440,-1000
453,-1000
164,-1000
577,-1000
473,-1000
283,-1000
460,-1000
506,-1000
476,-1000
322,-1000
519,-1000
437,-1000
497,-1000
378,-1000
159,-1000
156,-1000
230,-1000
434,-1000
420,-1000
477,-1000
222,-1000
422,-1000
225,-1000
154,-1000
384,-1000
170,-1000
378,-1000
530,-1000
548,-1000
463,-1000
469,-1000
274,-1000
465,-1000
519,-1000
486,-1000
215,-1000
283,-1000
402,-1000
312,-1000
291,-1000
276,-1000
511,-1000
587,-1000
499,-1000
259,-1000
456,-1000
359,-1000
592,-1000
455,-1000
229,-1000
150,-1000
278,-1000
151,-1000
169,-1000
221,-1000
135,-1000
188,-1000
263,-1000
527,-1000
345,-1000
388,-1000
375,-1000
405,-1000
584,-1000
215,-1000
237,-1000
187,-1000
