inter-simulus interval,reponse time
5133,0
501,733
359,433
272,333
276,383
539,516
276,333
294,400
165,416
239,566
379,383
400,366
188,483
527,516
320,366
520,400
371,400
281,400
180,483
252,433
508,400
440,383
342,366
270,416
170,416
166,366
279,500
442,350
518,400
189,483
187,466
329,366
200,350
594,400
348,400
276,400
385,566
529,350
321,-5000
190,383
278,516
418,333
208,500
309,366
160,416
519,366
340,383
434,416
489,400
121,400
413,433
377,550
144,350
132,400
137,350
160,400
254,400
474,366
304,416
370,550
572,466
321,383
491,416
285,416
598,400
362,450
221,583
204,1166
447,500
546,733
238,383
130,1216
134,466
562,416
293,383
262,483
521,416
533,433
499,450
503,416
125,483
355,416
245,550
319,383
273,366
580,450
487,366
581,366
490,633
385,433
361,366
299,666
213,416
289,500
298,533
475,450
374,416
202,516
505,416
147,483
467,450
448,466
350,433
229,600
267,433
254,383
193,466
287,1350
255,433
463,533
