inter-simulus interval,reponse time
4300,0
256,1033
267,383
355,350
509,433
466,466
506,433
203,383
296,383
368,450
217,350
515,416
398,450
550,433
165,400
129,583
196,366
237,416
174,366
492,450
289,366
353,366
345,350
396,383
544,350
310,400
359,466
232,433
213,400
491,366
303,350
242,500
139,650
262,1750
564,433
291,400
401,350
570,383
155,366
520,483
490,316
159,366
160,566
523,566
498,416
137,350
441,616
232,533
384,383
336,450
252,400
504,416
316,433
155,416
318,616
415,366
340,433
179,516
270,750
271,416
515,600
160,366
296,466
415,366
155,450
417,483
426,616
211,433
540,450
274,416
128,683
498,766
501,400
336,600
207,433
146,483
247,333
132,416
476,400
197,350
353,533
154,700
560,533
362,433
469,433
331,533
144,416
329,450
255,416
432,950
447,383
316,450
392,400
488,333
