inter-simulus interval,reponse time
8083,0
128,733
567,416
543,400
493,533
594,433
563,500
475,450
571,466
562,650
163,416
253,466
372,400
409,516
576,483
299,450
233,500
518,450
508,416
297,450
170,483
427,583
465,383
177,1500
572,600
216,383
561,450
440,400
466,450
438,733
586,483
475,500
564,516
594,450
219,466
543,400
122,550
285,483
271,466
293,433
474,466
120,366
373,466
253,516
524,683
204,416
416,416
599,666
268,433
306,450
152,433
176,483
590,466
519,466
319,600
440,383
476,616
407,466
452,800
494,433
376,883
138,416
450,416
401,383
361,416
439,533
512,466
593,550
430,483
355,466
349,433
353,433
443,433
252,450
463,633
326,500
513,650
280,600
261,400
454,383
396,383
265,433
486,600
413,500
445,466
282,466
305,600
511,500
378,483
432,716
481,466
563,483
