inter-simulus interval,reponse time
2516,0
151,816
500,483
502,433
383,416
506,466
308,466
523,450
578,383
368,383
250,333
162,416
165,416
307,316
161,350
225,450
297,433
171,383
399,433
393,400
193,366
542,400
211,383
479,533
579,400
517,450
551,483
547,-5000
596,650
466,450
199,350
245,416
469,383
187,400
232,516
498,416
202,466
565,1000
199,383
333,716
489,466
470,383
191,833
487,433
522,433
555,400
364,416
474,400
590,383
168,400
192,550
157,433
210,600
501,433
595,383
405,416
431,483
426,-5000
509,416
492,433
207,350
544,666
353,516
577,466
303,500
177,416
241,466
567,500
249,433
484,416
547,383
483,733
504,566
139,483
458,450
141,483
316,950
533,450
202,500
447,483
400,400
322,566
333,416
487,433
368,433
291,433
223,433
391,466
398,433
