inter-simulus interval,reponse time
6833,0
427,1150
361,450
176,450
361,450
409,366
361,433
127,433
411,916
297,500
161,383
222,483
537,383
156,-5000
469,500
482,533
196,416
138,583
233,516
291,400
566,433
561,500
416,450
573,416
174,516
165,500
559,400
461,366
358,616
272,450
229,333
477,550
353,483
407,550
358,383
125,450
189,650
215,616
320,416
227,450
593,450
544,550
449,450
376,516
528,433
240,466
568,466
301,483
143,516
242,483
288,566
235,433
321,450
448,450
368,466
212,550
520,633
414,550
560,800
190,466
340,483
387,433
292,-5000
587,483
272,483
267,450
121,500
338,600
524,383
154,516
302,616
298,533
328,350
289,550
523,850
477,533
175,500
213,1083
500,500
550,633
357,516
568,516
216,533
162,516
383,583
580,416
397,833
568,566
310,400
354,-5000
