inter-simulus interval,reponse time
3650,0
245,2750
474,616
256,683
223,1250
240,750
469,766
430,600
257,766
163,1083
177,1566
447,516
358,466
439,816
163,733
429,583
452,616
383,2450
156,716
423,750
248,633
522,666
584,583
312,966
387,1183
330,1600
338,450
159,866
245,1116
576,1183
534,600
542,750
291,783
528,666
341,1316
453,616
258,733
217,883
244,616
507,-5000
558,1016
577,2716
276,-5000
437,-1000
313,-1000
228,-1000
330,-1000
454,-5000
423,566
213,683
531,533
382,666
187,1316
366,-1000
487,-1000
242,516
369,1850
419,-1000
295,-5000
312,983
140,-1000
351,-1000
365,-1000
351,666
331,-1000
158,-5000
326,883
295,1316
291,1183
263,2083
589,2066
590,1916
408,916
349,883
203,2850
354,-1000
269,-5000
507,816
283,816
169,1866
267,1316
476,2116
343,-1000
436,-5000
581,700
182,633
161,1000
121,1466
475,666
