inter-simulus interval,reponse time
4350,0
277,1166
150,1050
278,550
169,533
548,550
517,500
453,383
417,350
202,383
258,366
315,383
167,366
456,400
367,366
380,433
179,400
445,316
130,383
315,466
386,383
537,-5000
469,1216
255,-5000
394,616
485,666
346,450
253,500
540,1316
433,600
248,400
599,500
558,483
450,566
526,666
411,700
597,550
296,566
449,683
123,-5000
185,766
450,650
297,450
487,516
530,450
188,616
466,433
252,516
278,583
535,416
238,800
373,1250
581,700
424,683
298,-5000
453,1033
377,550
387,816
349,583
156,566
120,416
440,433
160,500
128,616
484,800
321,533
275,566
384,550
324,650
465,716
160,600
384,583
596,633
543,716
227,516
446,533
426,466
565,-1000
594,900
124,-1000
160,-1000
175,-5000
127,800
425,383
238,-5000
367,416
215,500
339,733
544,-5000
196,616
381,583
285,-5000
521,566
177,566
499,650
226,450
274,-1000
244,1633
434,516
358,783
435,700
506,600
