inter-simulus interval,reponse time
2116,0
457,1100
201,-5000
349,2133
516,650
331,683
586,500
375,533
473,633
551,-5000
169,616
414,1000
524,533
565,1183
208,616
400,-1000
196,533
435,516
471,1466
320,366
589,1150
424,400
599,450
252,-5000
565,683
396,933
239,583
127,616
570,466
136,516
222,583
129,433
531,450
400,583
291,1166
218,900
151,2833
201,566
470,533
185,516
521,600
279,1216
158,683
250,583
548,1733
336,400
463,483
132,616
302,600
364,500
130,616
223,233
302,533
433,633
285,1100
121,616
535,-1000
528,416
411,1150
404,2266
180,483
427,600
186,550
344,1300
145,566
512,516
198,450
547,550
383,933
447,583
322,-5000
152,2416
161,566
348,816
416,-5000
388,1250
544,800
223,366
392,900
337,500
514,750
301,-5000
556,-1000
266,900
408,816
575,500
459,783
515,566
520,516
310,833
504,550
287,550
560,1550
378,600
122,550
548,1250
