inter-simulus interval,reponse time
6250,0
180,-1000
329,-1000
566,-1000
506,-1000
124,-1000
566,-1000
205,-1000
584,-1000
509,1066
429,1766
257,1566
537,1450
220,1550
548,2216
463,800
503,1866
419,2000
548,-1000
437,-5000
281,983
434,1333
128,1450
361,-1000
576,2333
425,1033
441,-1000
429,-5000
487,933
326,-1000
336,983
195,-1000
347,2950
427,1516
263,1083
223,-1000
582,-5000
197,2450
262,983
283,-1000
263,-5000
128,716
509,1600
203,-1000
477,1600
135,-1000
452,-1000
541,1166
439,-1000
211,866
430,2800
433,-1000
512,-5000
145,950
568,-1000
282,-5000
261,800
263,1650
209,1733
483,766
513,-1000
401,816
204,1216
400,1950
310,1000
214,1550
280,1966
280,1583
234,2916
172,1100
433,1183
187,-1000
312,-5000
386,2100
384,1783
259,733
400,-1000
480,2450
