inter-simulus interval,reponse time
7300,0
306,633
489,866
358,566
525,583
429,466
412,433
195,566
537,916
169,400
350,583
511,466
527,483
278,483
245,500
484,483
451,416
549,433
370,-5000
398,583
536,600
218,550
181,650
243,466
445,966
551,500
204,500
478,500
159,416
562,550
567,400
556,516
386,716
200,516
368,583
306,666
234,383
297,450
205,433
201,733
295,466
400,466
380,383
260,566
549,433
307,466
181,466
173,466
513,600
209,466
389,483
265,416
294,450
129,500
201,450
250,650
160,466
263,533
255,666
561,466
316,500
224,550
233,566
538,616
279,483
199,450
346,783
145,483
555,616
157,550
300,616
535,666
213,-5000
589,650
492,433
439,633
218,433
135,433
154,466
528,600
582,533
275,583
192,533
500,816
480,566
400,583
383,533
421,500
138,633
436,566
399,583
573,483
154,566
337,816
320,1516
544,433
390,433
263,400
342,416
367,383
