inter-simulus interval,reponse time
7433,0
147,566
281,600
525,416
352,516
281,366
352,400
300,366
232,433
468,683
127,366
583,600
185,533
172,516
445,516
130,533
178,483
198,516
289,583
522,433
191,450
572,433
275,333
259,450
417,483
234,366
533,433
362,350
550,483
323,366
509,450
254,433
416,1000
184,466
233,733
533,600
470,433
202,483
424,416
545,416
456,400
501,366
551,400
597,650
245,383
562,633
232,400
193,450
207,600
216,500
240,450
329,750
247,566
257,766
471,516
599,400
196,466
470,616
439,400
431,1166
161,566
546,550
485,483
143,450
370,583
443,433
515,433
211,383
211,516
196,516
369,583
498,416
596,550
349,533
485,500
442,450
123,483
476,683
146,550
503,1783
160,516
537,800
572,466
147,933
452,583
571,450
350,516
470,683
543,-5000
309,566
122,500
549,566
482,1150
159,366
483,600
295,466
