inter-simulus interval,reponse time
5550,0
539,350
526,466
133,366
174,500
217,616
207,416
564,450
129,216
541,683
298,350
552,400
372,366
193,566
150,1100
522,750
175,600
526,550
374,516
476,383
146,350
391,500
404,-5000
372,483
142,550
174,2333
310,600
247,533
443,350
419,466
259,566
458,2416
524,383
547,450
234,433
518,550
598,383
455,533
586,466
380,416
583,2866
325,400
472,600
273,350
292,600
350,366
356,383
546,383
423,350
177,483
344,500
383,433
378,566
354,450
463,383
579,366
531,333
158,433
165,466
299,566
241,333
436,716
210,383
186,1350
582,650
120,366
280,400
312,366
509,583
158,666
357,633
468,383
300,400
318,600
166,366
454,1016
362,400
378,666
377,416
310,483
351,450
327,516
461,466
545,383
293,-1000
280,433
177,500
233,400
191,400
159,416
