inter-simulus interval,reponse time
2683,0
339,-1000
591,-1000
401,-1000
313,-1000
567,-1000
253,-1000
418,-1000
542,-1000
188,-1000
490,-1000
398,-1000
272,-1000
478,-1000
349,-1000
473,-1000
251,-1000
558,-1000
420,-1000
399,-1000
510,-1000
188,-1000
396,-1000
191,-1000
564,-1000
204,-1000
440,-1000
192,-1000
591,-1000
236,-1000
256,-1000
257,-1000
318,-1000
359,-1000
246,-1000
391,-1000
361,-1000
519,-1000
301,-1000
564,-1000
125,-1000
236,-1000
332,-1000
582,-1000
256,-1000
390,-1000
223,-1000
519,-1000
467,-1000
320,-1000
429,-1000
202,-1000
129,-1000
431,-1000
137,-1000
546,-1000
477,-1000
404,-1000
486,-1000
438,-1000
185,-1000
380,-1000
396,-1000
340,-1000
335,-1000
261,-1000
585,-1000
564,-1000
583,-1000
201,-1000
445,-1000
477,-1000
