inter-simulus interval,reponse time
4450,0
204,433
227,383
198,433
245,416
439,416
276,416
506,350
369,416
354,633
442,-5000
536,1683
238,516
553,400
263,416
360,466
138,533
547,450
403,500
295,2800
246,400
400,416
391,1700
552,466
236,433
586,550
499,600
500,1083
435,850
270,516
290,450
588,550
352,600
266,483
372,500
591,1016
369,666
566,516
276,483
455,2050
486,450
400,-1000
475,-5000
394,533
123,516
297,650
213,483
474,466
548,2500
209,500
232,450
367,550
335,866
224,566
178,533
586,466
472,566
339,566
514,516
131,550
578,450
596,1483
422,516
445,433
535,483
318,783
250,1366
487,516
382,683
315,366
260,983
387,416
468,466
359,800
128,516
549,483
250,500
203,483
542,666
442,566
512,716
420,383
489,466
120,533
452,500
