inter-simulus interval,reponse time
3683,0
578,-1000
156,-1000
588,-1000
525,-1000
228,-1000
373,-1000
597,-1000
254,-1000
392,-1000
343,-1000
257,-1000
494,-1000
452,-1000
315,-1000
273,-1000
520,-1000
204,-1000
558,-1000
567,-1000
244,-1000
418,-1000
276,-1000
398,-1000
219,-1000
427,-1000
239,-1000
566,-1000
566,-1000
309,-1000
423,-1000
573,-1000
418,-1000
522,-1000
291,-1000
373,-1000
167,-1000
598,-1000
531,-1000
209,-1000
514,-1000
131,-1000
279,-1000
370,-1000
398,-1000
596,-1000
321,-1000
204,-1000
368,-1000
187,-1000
242,-1000
358,-1000
417,-1000
254,-1000
516,-1000
216,-1000
374,-1000
406,-1000
276,-1000
454,-1000
233,-1000
438,-1000
462,-1000
518,-1000
587,-1000
424,-1000
458,-1000
