inter-simulus interval,reponse time
7100,0
330,483
180,433
364,433
202,366
334,400
519,416
449,450
399,433
594,533
355,466
267,450
595,433
203,383
383,533
504,433
426,400
184,483
328,383
140,383
539,516
473,466
234,500
256,550
293,1483
316,433
387,416
522,450
541,466
547,533
333,666
350,466
530,400
253,416
315,533
584,466
151,466
353,533
370,566
154,600
536,416
511,416
388,583
335,483
223,500
176,616
339,616
341,366
398,516
495,383
133,433
242,966
590,1566
147,916
479,600
435,400
449,416
186,700
564,383
359,-5000
299,416
183,466
329,450
260,400
469,500
492,633
584,500
165,466
196,483
456,466
449,466
372,766
467,650
585,600
449,500
445,483
359,466
591,516
239,650
351,983
452,400
534,433
204,416
258,466
204,533
