inter-simulus interval,reponse time
6966,0
181,-1000
538,-1000
448,-1000
574,-1000
308,-1000
134,-1000
391,-1000
277,-1000
429,-1000
314,-1000
369,-1000
277,-1000
516,-1000
163,-1000
395,-1000
435,-1000
323,-1000
229,-1000
548,-1000
262,-1000
188,-1000
466,-1000
168,-1000
356,-1000
223,-1000
153,-1000
200,-1000
386,-1000
298,-1000
281,-1000
297,-1000
467,-1000
268,-1000
325,-1000
540,-1000
188,-1000
514,-1000
521,-1000
515,-1000
445,-1000
544,-1000
355,-1000
537,-1000
536,-1000
129,-1000
143,-1000
573,-1000
483,-1000
479,-1000
406,-1000
310,-1000
581,-1000
514,-1000
498,-1000
492,-1000
536,-1000
364,-1000
485,-1000
214,-1000
547,-1000
281,-1000
300,-1000
452,-1000
