inter-simulus interval,reponse time
6633,0
146,316
306,500
162,350
317,433
444,366
245,350
584,350
587,416
136,466
583,416
554,466
261,466
405,350
256,400
287,333
227,366
192,400
135,350
185,366
336,316
179,350
379,466
134,350
305,383
170,383
383,850
256,400
431,350
272,366
143,383
410,1533
243,416
386,333
424,316
378,416
294,383
456,400
411,416
162,333
159,1583
557,400
570,450
545,383
134,450
174,516
507,416
232,366
558,400
167,366
568,366
140,366
282,416
549,383
197,416
129,466
182,350
212,400
122,550
134,483
288,416
180,333
554,333
559,433
580,350
141,466
452,416
563,516
124,466
453,600
228,450
483,400
454,416
542,433
595,416
533,533
493,416
340,350
211,533
586,600
211,-5000
337,400
483,400
120,416
545,650
347,583
373,366
346,566
236,500
515,783
571,416
385,450
463,400
456,650
250,350
543,400
242,433
206,550
314,1933
327,583
366,400
402,383
319,383
547,466
242,466
481,583
178,433
