inter-simulus interval,reponse time
4766,0
403,566
355,416
183,350
145,466
579,533
540,383
397,366
274,466
309,433
491,350
586,350
199,433
363,483
530,350
251,400
515,383
421,433
141,550
204,600
159,333
291,516
382,333
329,366
388,350
591,350
583,400
346,466
320,383
587,466
472,350
505,333
306,383
305,333
327,383
258,366
424,983
283,350
481,450
542,333
336,383
158,500
511,700
244,450
330,366
256,383
591,533
144,500
555,600
559,366
477,383
511,400
449,616
359,550
543,950
562,316
187,333
240,616
568,533
149,450
424,566
256,450
128,350
329,433
587,416
139,366
281,400
385,483
402,383
143,383
279,433
183,383
150,500
416,400
339,366
183,400
253,450
509,350
239,366
434,466
363,383
384,383
571,366
551,416
337,333
120,466
381,533
329,850
562,383
543,-5000
498,400
