inter-simulus interval,reponse time
3100,0
121,-1000
315,-1000
479,-1000
160,-1000
133,-1000
571,-1000
381,-1000
346,-1000
162,-1000
437,-1000
431,-1000
421,-1000
156,-1000
301,-1000
173,-1000
152,-1000
240,-1000
448,-1000
165,-1000
121,-1000
332,-1000
211,-1000
564,-1000
411,-1000
153,-1000
443,-1000
167,-1000
523,-1000
418,-1000
264,-1000
579,-1000
303,-1000
300,-1000
260,-1000
477,-1000
262,-1000
149,-1000
150,-1000
316,-1000
146,-1000
599,-1000
193,-1000
441,-1000
598,-1000
382,-1000
282,-1000
420,-1000
230,-1000
237,-1000
345,-1000
423,-1000
267,-1000
129,-1000
386,-1000
330,-1000
332,-1000
200,-1000
403,-1000
222,-1000
191,-1000
576,-1000
293,-1000
302,-1000
347,-1000
181,-1000
124,-1000
312,-1000
418,-1000
