inter-simulus interval,reponse time
3700,0
370,666
593,500
411,-5000
580,500
169,333
428,433
308,433
322,366
569,366
552,350
371,300
149,400
359,433
584,383
539,350
230,383
513,450
271,333
290,400
342,350
358,416
190,383
557,533
211,350
468,466
327,450
545,383
379,366
524,766
449,350
228,350
208,450
429,350
523,433
351,433
128,466
247,650
314,-5000
201,633
157,416
368,366
176,333
590,400
304,-5000
295,-5000
500,350
160,383
235,466
357,366
497,366
208,416
175,483
386,416
234,383
325,400
480,-5000
373,650
394,383
425,333
320,366
546,450
339,350
574,383
397,366
335,316
429,400
261,333
599,350
326,350
593,350
467,383
534,316
202,383
230,-5000
394,716
478,550
435,316
234,333
200,516
338,466
353,350
173,350
585,-5000
512,433
198,416
195,633
210,316
187,433
373,383
226,366
276,383
415,333
488,400
596,-5000
598,583
497,383
154,450
327,516
438,383
157,400
510,566
407,383
506,366
490,433
