inter-simulus interval,reponse time
8300,0
285,383
429,433
134,583
246,583
562,400
225,550
168,483
476,450
576,400
447,533
164,-5000
592,400
197,366
361,433
406,500
316,416
312,416
571,483
500,450
133,666
507,2466
159,483
263,400
412,1483
141,500
168,1316
291,566
555,350
193,366
588,566
479,400
232,383
367,450
568,416
518,550
480,433
599,2433
462,483
559,533
231,383
574,383
479,433
429,350
205,383
421,666
277,466
282,500
541,500
495,316
198,333
236,366
180,400
276,383
169,416
570,533
471,-5000
330,516
483,366
461,350
325,500
295,583
346,583
574,1083
565,550
252,450
200,733
395,350
156,450
500,900
577,416
184,550
424,533
289,633
498,983
196,316
524,-1000
390,1266
529,466
185,466
589,1166
467,416
164,550
477,-1000
509,583
153,383
552,366
281,-1000
455,383
125,366
213,1116
297,533
545,433
