inter-simulus interval,reponse time
6933,0
513,433
371,366
178,416
399,850
432,350
484,400
124,416
470,-1000
567,350
448,1066
238,466
135,1433
414,2033
561,400
161,583
576,550
241,333
288,800
454,366
550,1383
568,300
355,533
132,416
557,1183
128,383
464,-1000
293,383
463,850
331,383
456,350
575,366
132,383
490,-1000
125,516
581,2166
544,466
367,433
407,366
500,333
180,450
510,466
231,400
262,450
185,450
266,466
290,366
185,383
576,416
568,816
583,383
363,1266
129,450
353,533
223,383
501,500
362,383
334,833
516,1600
399,-1000
408,-5000
258,483
121,1066
283,-1000
198,-5000
589,333
326,416
428,850
247,483
200,500
265,-5000
192,616
274,483
396,2116
190,400
559,366
557,316
530,300
361,366
265,400
596,433
523,366
211,416
569,1250
232,366
229,350
374,466
142,533
508,333
374,400
238,366
427,733
595,416
550,400
227,333
539,433
471,316
228,383
505,450
