inter-simulus interval,reponse time
5983,0
506,416
243,600
171,850
155,466
582,466
191,-5000
596,466
439,583
125,400
412,566
503,550
574,566
243,466
369,533
148,566
290,1600
122,783
306,550
570,616
310,-5000
250,783
529,683
183,400
309,1816
578,466
597,416
254,433
151,583
531,1033
590,500
535,483
224,500
230,466
589,416
394,333
447,433
209,500
201,533
360,2800
357,716
487,433
549,516
375,500
475,550
152,483
350,416
447,450
322,483
522,483
330,500
473,500
587,500
428,383
288,350
380,-1000
289,1650
378,1016
360,450
250,450
313,866
477,500
555,683
149,316
593,466
249,616
137,783
516,-1000
201,550
212,716
224,650
571,566
277,450
585,1150
532,433
527,450
250,516
171,633
463,650
152,400
200,1016
529,1600
525,716
594,366
439,383
459,416
149,483
328,800
247,-1000
320,400
310,450
496,366
