inter-simulus interval,reponse time
4350,0
354,-1000
261,-1000
493,-1000
418,-1000
263,-1000
476,-1000
352,-1000
136,-1000
267,-1000
491,-1000
382,-1000
463,-1000
273,-1000
545,-1000
527,-1000
264,-1000
488,-1000
264,-1000
145,-1000
161,-1000
493,-1000
358,-1000
490,-1000
233,-1000
554,-1000
357,-1000
452,-1000
427,-1000
533,-1000
308,-1000
529,-1000
483,-1000
308,-1000
240,-1000
592,-1000
123,-1000
558,-1000
228,-1000
379,-1000
255,-1000
520,-1000
330,-1000
427,-1000
215,-1000
339,-1000
185,-1000
282,-1000
592,-1000
522,-1000
175,-1000
411,-1000
263,-1000
122,-1000
550,-1000
127,-1000
153,-1000
173,-1000
146,-1000
463,-1000
122,-1000
481,-1000
441,-1000
420,-1000
579,-1000
458,-1000
