inter-simulus interval,reponse time
3000,0
539,416
522,483
250,383
343,433
223,433
293,416
229,350
254,366
247,-5000
566,600
570,433
133,-5000
464,400
307,400
385,400
518,450
441,416
241,333
199,433
440,433
171,383
219,450
353,400
280,483
192,516
176,633
396,466
301,333
315,366
288,383
265,483
564,416
374,400
472,416
429,366
482,333
232,366
553,400
254,350
463,450
330,383
371,383
275,366
183,483
334,466
592,433
478,400
255,383
445,433
297,483
181,466
164,500
271,450
421,416
450,400
441,366
596,400
544,383
293,366
419,433
550,383
319,400
240,416
194,500
143,416
189,500
236,483
475,450
419,316
298,383
416,433
531,466
212,350
524,416
143,383
501,616
411,400
375,350
326,433
346,466
595,466
475,-5000
347,500
491,450
409,433
496,366
441,350
521,400
275,333
443,500
371,483
