inter-simulus interval,reponse time
2366,0
146,550
186,500
139,466
318,416
294,383
347,400
126,350
218,400
403,616
256,350
278,366
335,316
515,316
183,366
184,350
184,416
531,483
476,383
216,350
349,366
548,383
160,366
173,466
263,450
508,-5000
324,466
365,383
545,400
285,500
141,416
435,500
315,400
283,516
557,433
220,383
391,450
589,416
425,400
561,450
162,450
564,550
169,433
238,450
357,450
397,383
304,-5000
577,400
259,366
141,500
527,433
442,350
220,350
329,350
452,516
231,433
454,466
136,366
279,433
425,350
417,383
167,433
336,516
269,433
409,416
128,433
504,466
479,366
569,400
437,450
186,400
539,450
310,366
128,383
389,550
459,416
196,383
235,433
455,366
363,383
305,383
422,450
294,466
350,383
192,433
359,466
195,433
277,450
242,583
465,500
598,383
449,366
181,400
485,400
392,433
220,433
163,500
472,500
238,366
576,583
547,-5000
493,366
171,300
183,450
551,450
505,400
266,416
238,466
