inter-simulus interval,reponse time
5183,0
386,-1000
553,-1000
325,-1000
507,-1000
138,-1000
245,-1000
487,-1000
403,-1000
539,-1000
218,-1000
466,-1000
597,-1000
362,-1000
326,-1000
533,-1000
154,-1000
472,-1000
396,-1000
403,-1000
175,-1000
394,-1000
148,-1000
437,-1000
252,-1000
463,-1000
228,-1000
330,-1000
458,-1000
169,-1000
516,-1000
579,-1000
239,-1000
210,-1000
297,-1000
358,-1000
196,-1000
484,-1000
444,-1000
525,-1000
560,-1000
358,-1000
156,-1000
580,-1000
217,-1000
284,-1000
135,-1000
426,-1000
436,-1000
326,-1000
410,-1000
536,-1000
372,-1000
310,-1000
269,-1000
396,-1000
593,-1000
586,-1000
172,-1000
125,-1000
275,-1000
440,-1000
159,-1000
316,-1000
138,-1000
386,-1000
171,-1000
419,-1000
195,-1000
352,-1000
