inter-simulus interval,reponse time
6533,0
411,633
489,550
140,533
153,600
447,433
518,566
216,583
324,516
569,516
547,400
304,516
261,550
212,683
346,583
435,500
453,533
514,750
424,1950
519,616
218,633
482,600
514,450
121,483
322,1116
269,1500
186,550
396,683
561,466
384,700
374,533
304,566
517,533
399,583
495,566
517,750
223,566
343,566
349,583
396,566
540,550
478,566
534,750
492,666
310,616
523,633
369,566
144,1816
268,783
403,1916
135,650
461,700
227,1683
343,1083
278,-5000
417,1016
167,550
525,1166
480,533
300,783
401,1500
322,500
180,716
322,583
310,1983
251,816
597,616
371,616
351,766
280,750
136,650
315,800
175,2166
445,666
386,566
498,566
211,550
153,616
262,583
593,550
213,700
214,550
459,500
336,550
