inter-simulus interval,reponse time
6683,0
126,666
373,516
255,616
534,583
522,650
576,850
290,650
443,1883
491,600
165,516
134,566
309,1233
587,700
451,1833
120,633
573,583
226,766
478,516
373,550
131,516
315,2133
559,566
594,516
318,833
174,500
143,983
381,1533
397,766
491,716
335,850
243,533
518,533
294,-5000
311,666
273,666
304,1083
251,666
458,1333
139,533
308,566
145,883
167,466
377,533
592,433
133,1533
367,700
506,783
420,1050
212,1716
349,566
465,450
286,1116
482,683
363,833
297,583
205,866
557,783
245,533
295,600
428,466
416,550
443,866
229,2333
197,633
531,550
195,633
228,533
306,450
451,483
255,2916
349,666
436,683
211,733
579,583
405,583
569,550
173,500
149,766
403,1066
211,633
164,1016
592,900
365,650
599,750
469,766
322,916
423,700
316,633
368,666
222,666
578,566
546,583
268,533
333,700
192,716
218,566
563,500
387,616
478,900
