inter-simulus interval,reponse time
5116,0
509,2450
192,466
351,583
599,516
331,533
198,600
471,466
487,633
515,683
560,516
471,550
591,583
173,566
363,433
392,616
379,550
307,566
181,666
525,516
481,700
171,500
551,500
294,800
175,500
374,850
166,516
361,1000
302,466
358,516
151,466
320,683
384,483
435,683
471,466
259,650
214,-1000
141,-5000
351,550
487,-5000
414,1083
240,900
187,533
472,433
183,466
220,616
592,500
382,500
152,466
164,566
374,550
419,566
549,616
151,583
539,566
594,650
404,600
504,566
445,600
521,566
564,700
314,650
297,650
589,533
528,583
195,483
317,483
500,466
358,566
379,533
245,516
234,616
575,533
247,700
339,516
495,650
302,1616
199,600
137,500
259,433
489,583
440,450
427,933
215,566
489,600
319,583
410,766
151,683
274,616
496,450
504,800
592,600
185,650
545,583
594,533
