inter-simulus interval,reponse time
6433,0
417,1400
354,433
472,450
438,466
561,416
543,433
589,383
411,316
444,350
202,416
402,666
234,466
451,483
390,-5000
340,800
598,416
136,466
569,550
187,416
274,450
284,400
280,383
583,416
210,283
122,400
372,550
393,-5000
353,383
317,483
127,466
575,516
481,416
222,383
577,516
440,466
542,466
149,416
443,533
152,383
383,866
435,350
541,350
137,466
567,416
479,500
391,416
395,383
446,400
485,550
419,533
257,483
410,500
299,400
523,383
417,466
346,333
487,450
380,466
359,433
221,416
259,516
549,450
377,483
401,500
135,383
204,383
152,400
333,433
130,433
155,400
551,533
263,433
412,483
139,450
317,1850
138,433
303,483
448,433
316,616
529,700
179,500
256,516
308,383
199,383
237,466
464,350
180,400
231,483
368,350
311,316
306,416
223,333
210,416
126,400
262,516
368,366
376,383
374,500
523,400
490,333
142,450
188,400
491,366
335,383
135,366
196,1100
424,316
347,-5000
