inter-simulus interval,reponse time
9600,0
498,600
387,416
291,366
265,316
329,366
473,316
436,283
592,333
284,366
132,350
569,533
242,433
250,316
413,400
501,350
555,333
527,316
169,333
318,416
401,300
510,333
166,400
514,316
131,416
567,816
320,416
182,383
563,433
301,316
398,366
453,433
236,383
453,316
435,516
574,350
410,333
261,433
556,350
196,350
451,500
170,350
516,433
195,400
598,350
530,350
409,300
265,350
532,366
195,333
468,400
445,350
297,366
454,500
187,383
251,433
195,366
567,433
472,533
410,416
577,400
585,383
408,350
369,400
329,333
169,400
343,533
508,416
265,416
543,333
597,416
139,383
479,616
210,383
240,483
380,466
161,366
446,366
327,400
495,466
195,350
486,433
240,316
278,400
443,416
223,400
172,366
485,400
158,350
205,633
142,416
261,333
336,450
371,466
532,350
