inter-simulus interval,reponse time
6400,0
471,1066
232,433
282,-5000
181,1183
402,366
160,466
373,400
167,450
164,500
559,383
291,-5000
518,383
227,350
534,516
560,416
136,383
230,433
429,350
184,300
198,450
465,450
491,350
292,316
432,500
327,400
175,383
314,400
571,383
579,383
351,366
504,400
387,316
201,400
334,466
460,316
275,383
546,500
309,383
222,383
203,1050
553,500
369,516
483,383
522,350
498,333
444,350
507,350
172,466
512,966
421,433
152,-5000
595,350
169,-5000
268,400
173,466
561,533
382,400
404,383
127,333
304,450
346,400
338,350
401,416
544,-5000
454,466
194,466
178,450
599,466
358,316
374,400
313,466
290,350
352,383
569,433
589,450
165,416
303,516
574,433
464,500
450,450
441,483
420,400
552,483
411,583
512,483
463,400
465,400
373,383
588,400
236,550
456,433
410,350
522,433
185,516
273,533
294,783
540,400
