inter-simulus interval,reponse time
4050,0
126,-1000
344,-1000
268,-1000
231,-1000
187,-1000
229,-1000
172,-1000
353,-1000
294,-1000
333,-1000
182,-1000
598,-1000
445,-1000
282,-1000
401,-1000
186,-1000
550,-1000
428,-1000
223,-1000
526,-1000
272,-1000
365,-1000
163,-1000
201,-1000
144,-1000
134,-1000
277,-1000
302,-1000
324,-1000
319,-1000
305,-1000
228,-1000
386,-1000
306,-1000
234,-1000
461,-1000
126,-1000
496,-1000
599,-1000
442,-1000
529,-1000
574,-1000
474,-1000
149,-1000
451,-1000
259,-1000
498,-1000
377,-1000
446,-1000
394,-1000
278,-1000
219,-1000
539,-1000
143,-1000
302,-1000
530,-1000
378,-1000
393,-1000
320,-1000
130,-1000
388,-1000
359,-1000
561,-1000
249,-1000
539,-1000
