inter-simulus interval,reponse time
7933,0
339,-1000
252,-1000
456,-1000
585,-1000
484,-1000
230,-1000
289,-1000
566,-1000
259,-1000
483,-1000
227,-1000
549,-1000
433,-1000
412,-1000
485,-1000
511,-1000
592,-1000
136,-1000
343,-1000
135,-1000
574,-1000
155,-1000
543,-1000
252,-1000
247,-1000
194,-1000
220,-1000
478,-1000
126,-1000
184,-1000
459,-1000
219,-1000
417,-1000
251,-1000
224,-1000
350,-1000
536,-1000
216,-1000
395,-1000
426,-1000
354,-1000
269,-1000
366,-1000
271,-1000
160,-1000
256,-1000
533,-1000
265,-1000
519,-1000
405,-1000
370,-1000
458,-1000
584,-1000
399,-1000
146,-1000
164,-1000
466,-1000
547,-1000
353,-1000
288,-1000
411,-1000
261,-1000
257,-1000
558,-1000
