inter-simulus interval,reponse time
3050,0
186,366
495,466
579,433
549,416
133,300
559,466
402,316
282,466
524,366
351,333
427,366
277,300
176,366
229,516
437,350
123,350
481,416
558,350
217,416
294,366
472,350
300,400
291,366
487,350
485,333
160,416
227,466
329,366
159,400
191,450
542,533
489,350
343,316
521,316
309,350
249,450
357,450
219,433
333,383
414,366
245,-5000
330,500
293,550
263,500
562,400
123,400
456,533
482,366
325,366
269,416
284,366
566,533
194,400
151,550
495,533
294,1133
440,400
399,500
231,416
320,416
155,400
122,350
425,766
408,366
417,366
423,366
417,383
258,466
212,550
409,500
272,400
450,466
260,416
464,516
535,466
530,516
421,450
262,416
477,450
539,383
555,466
322,366
592,433
565,450
407,433
196,566
172,633
456,533
434,366
212,500
188,633
218,400
375,516
493,366
267,350
536,466
153,383
173,500
348,433
