inter-simulus interval,reponse time
5416,0
271,466
375,416
580,450
306,383
243,483
253,516
426,450
450,383
188,416
309,466
502,483
528,466
513,583
337,650
302,516
246,583
409,566
295,450
419,450
167,433
167,566
564,433
199,550
447,533
515,416
598,583
382,500
584,433
194,433
523,516
565,583
305,750
269,716
434,516
374,550
196,533
205,750
211,516
273,516
152,433
240,383
398,466
244,500
344,466
296,483
480,416
491,766
395,450
193,433
281,533
259,533
503,500
338,583
272,483
362,416
439,483
442,1050
394,750
236,550
130,566
535,500
145,450
272,400
180,1100
463,500
359,416
220,383
561,566
153,500
311,483
290,583
473,1033
476,466
226,416
320,783
405,566
277,466
535,650
340,416
493,583
529,550
242,416
352,650
242,550
453,1366
515,400
376,450
132,500
245,500
141,366
467,683
335,633
224,400
402,566
169,1500
127,666
188,750
527,516
589,483
156,566
441,516
164,466
431,466
120,516
475,783
