inter-simulus interval,reponse time
8866,0
322,500
149,483
547,416
497,483
266,483
452,450
559,400
274,-5000
132,400
377,500
232,433
448,416
390,500
515,466
259,433
140,400
588,500
481,566
201,383
495,450
323,366
459,416
475,416
266,566
239,516
209,483
485,416
514,400
197,550
499,650
352,450
264,400
467,383
371,600
536,516
271,566
208,483
448,466
121,416
318,783
252,466
213,433
500,500
590,400
553,500
250,483
490,466
276,400
386,450
595,400
289,766
472,500
457,700
223,500
174,500
445,450
182,433
377,483
342,466
460,483
467,450
262,433
384,500
429,483
123,450
275,550
538,400
402,450
311,533
535,383
349,450
522,483
570,483
552,516
419,383
249,550
547,466
291,466
540,650
149,500
222,500
180,500
471,483
298,416
487,533
180,483
417,533
288,516
505,516
245,-5000
305,600
374,433
487,500
129,516
238,933
236,516
