inter-simulus interval,reponse time
4083,0
275,516
184,466
167,550
217,450
373,433
572,633
573,483
158,533
308,1633
196,416
282,483
281,400
519,483
462,533
526,616
436,566
253,450
524,450
151,550
404,583
555,350
175,550
212,633
559,466
232,633
287,650
459,633
239,500
418,533
455,533
411,400
427,516
471,550
263,566
307,516
388,500
325,633
188,483
588,466
281,433
362,766
428,466
437,533
594,700
495,583
176,783
287,766
594,500
156,416
422,433
388,850
276,733
144,666
437,450
325,400
247,400
577,700
454,-5000
458,500
472,516
273,650
241,466
284,766
322,533
518,533
524,683
551,483
169,583
529,566
539,516
311,683
513,700
557,700
373,600
569,583
477,683
224,566
222,450
267,450
446,583
551,500
583,583
403,533
238,483
374,616
