inter-simulus interval,reponse time
5550,0
307,450
312,433
428,350
217,450
506,433
471,383
373,416
206,383
126,516
454,433
568,366
347,433
287,400
535,366
219,383
287,433
381,366
434,416
441,350
170,333
235,433
482,366
521,350
516,400
491,400
280,383
187,500
288,416
537,450
587,400
183,366
327,500
437,383
147,1233
261,450
386,433
570,366
480,633
207,483
499,2016
339,366
158,350
293,500
269,-5000
433,416
464,416
281,366
202,400
292,466
284,416
283,400
382,550
371,366
181,350
552,416
443,400
272,383
533,400
598,333
144,383
365,516
561,383
317,533
155,350
422,383
304,400
182,433
588,450
318,383
508,400
408,366
545,466
462,350
120,450
373,416
438,400
491,483
224,433
415,600
356,500
470,483
386,466
499,566
539,350
363,366
580,433
420,366
