inter-simulus interval,reponse time
3416,0
298,-1000
325,-1000
286,-1000
457,-1000
387,-1000
430,-1000
569,-1000
456,-1000
575,-1000
283,-1000
269,-1000
261,-1000
136,-1000
581,-1000
496,-1000
484,-1000
538,-1000
588,-1000
165,-1000
529,-1000
221,-1000
134,-1000
367,-1000
140,-1000
582,-1000
473,-1000
542,-1000
583,-1000
340,-1000
554,-1000
591,-1000
504,-1000
555,-1000
588,-1000
141,-1000
596,-1000
198,-1000
277,-1000
139,-1000
585,-1000
599,-1000
528,-1000
442,-1000
151,-1000
598,-1000
583,-1000
325,-1000
595,-1000
585,-1000
287,-1000
249,-1000
572,-1000
175,-1000
422,-1000
467,-1000
156,-1000
496,-1000
358,-1000
532,-1000
438,-1000
512,-1000
448,-1000
