inter-simulus interval,reponse time
9516,0
537,383
120,400
428,783
334,350
211,383
530,-5000
398,683
254,383
438,366
563,383
404,400
414,683
153,366
483,433
539,433
411,366
548,416
294,333
470,716
391,350
552,433
503,433
157,466
195,550
353,383
167,400
423,600
327,-5000
387,500
311,383
223,383
304,383
254,383
179,383
399,366
474,400
565,416
302,400
168,400
418,433
134,366
306,416
241,383
467,483
464,483
579,516
472,383
150,350
132,500
248,466
541,450
335,383
512,366
337,350
434,383
475,400
223,366
345,533
289,516
595,550
179,350
598,433
160,-5000
312,383
524,483
212,433
191,616
507,466
296,416
366,550
222,566
146,566
348,666
363,716
462,450
516,416
194,466
334,416
433,383
466,316
277,700
398,383
378,450
365,450
577,416
281,366
599,566
565,366
171,433
186,1083
238,500
469,633
514,333
585,-1000
395,-1000
