inter-simulus interval,reponse time
4883,0
341,450
598,416
518,-5000
522,383
146,383
140,633
169,350
563,333
567,316
355,383
173,416
483,550
562,350
323,433
526,333
125,416
210,750
364,533
157,383
203,466
201,350
489,483
504,350
331,400
179,416
353,583
508,400
499,433
543,616
269,-5000
263,400
477,366
331,333
563,533
273,350
481,516
476,400
261,383
256,450
442,450
437,383
561,383
373,366
271,683
544,466
388,400
546,483
365,433
223,416
235,416
590,416
230,-5000
382,416
145,400
269,516
479,433
560,550
223,366
476,400
562,366
217,-5000
562,433
157,566
455,1566
124,316
332,500
499,416
474,400
214,366
199,416
204,550
366,516
209,366
291,466
224,416
205,1283
558,400
403,350
227,383
249,433
470,383
376,316
597,366
285,350
278,450
555,450
308,366
225,533
155,416
419,400
321,500
526,450
251,350
