inter-simulus interval,reponse time
5783,0
487,483
332,483
509,516
262,450
182,416
231,1183
578,400
139,316
231,450
505,383
236,366
569,400
413,350
391,300
267,400
335,400
266,450
386,416
405,433
344,450
278,333
392,416
374,450
567,416
409,366
362,433
446,583
537,366
170,366
332,1516
188,600
240,516
534,416
417,416
403,350
316,433
565,383
399,450
248,466
507,450
538,433
389,466
147,483
221,750
311,450
508,583
551,366
369,400
428,366
468,383
464,383
579,600
165,716
273,600
478,650
487,450
541,350
436,350
441,516
154,450
536,650
495,150
415,366
309,366
359,583
423,366
143,383
378,483
490,366
598,333
132,1200
225,1466
352,433
224,433
539,533
457,366
184,366
221,466
300,516
352,500
582,550
290,-5000
551,450
