inter-simulus interval,reponse time
3950,0
224,1966
428,516
530,450
374,583
138,383
191,683
222,550
497,450
566,433
148,416
369,1183
493,500
306,500
198,550
592,466
551,466
312,416
325,466
159,933
194,533
282,833
372,550
124,483
581,533
315,-5000
551,550
364,450
544,450
233,650
147,450
356,683
229,433
483,550
368,566
547,1166
290,433
148,650
382,500
180,450
443,1383
462,450
539,433
241,566
337,716
327,566
300,1466
532,1166
578,833
242,466
584,566
513,566
469,-5000
289,466
253,566
291,700
306,416
307,950
157,550
478,750
515,533
369,783
303,566
324,766
319,483
495,533
171,700
257,633
491,1266
193,550
501,666
497,433
598,533
360,-1000
154,650
505,400
336,733
546,616
527,683
535,516
161,500
269,583
436,700
150,450
297,700
499,483
311,450
362,1583
288,466
577,500
