inter-simulus interval,reponse time
5083,0
213,2016
552,516
572,416
187,450
480,633
586,-5000
262,816
364,716
266,600
186,566
179,1083
472,683
363,433
456,500
425,666
432,1033
500,666
177,433
231,1216
234,783
407,500
312,1216
423,583
590,483
177,550
551,633
246,466
352,766
579,583
555,400
256,433
306,500
393,483
215,400
300,600
294,583
425,450
467,383
563,383
470,650
394,750
128,500
464,550
462,500
478,416
308,600
459,500
171,466
340,1700
560,533
183,483
495,566
305,666
596,1683
478,2016
194,983
512,1183
163,500
268,1000
492,616
257,633
529,450
326,550
187,633
154,916
413,583
379,1050
198,800
418,816
486,800
514,433
317,500
139,583
249,1216
556,1083
149,-1000
376,-5000
359,600
220,883
499,783
210,416
337,-1000
159,-5000
470,466
448,1266
456,1216
552,483
211,466
369,933
353,550
163,683
516,516
159,500
596,600
