inter-simulus interval,reponse time
6150,0
346,-1000
355,-1000
181,-1000
568,-1000
211,-1000
240,-1000
427,-1000
541,-1000
258,-1000
547,-1000
324,-1000
579,-1000
235,-1000
484,-1000
238,-1000
336,-1000
138,-1000
393,-1000
387,-1000
333,-1000
496,-1000
251,-1000
227,-1000
509,-1000
340,-1000
597,-1000
154,-1000
581,-1000
392,-1000
249,-1000
464,-1000
271,-1000
127,-1000
422,-1000
175,-1000
342,-1000
455,-1000
422,-1000
121,-1000
477,-1000
591,-1000
252,-1000
150,-1000
247,-1000
330,-1000
174,-1000
136,-1000
293,-1000
488,-1000
593,-1000
490,-1000
446,-1000
237,-1000
295,-1000
269,-1000
122,-1000
398,-1000
158,-1000
577,-1000
281,-1000
539,-1000
187,-1000
527,-1000
598,-1000
413,-1000
542,-1000
132,-1000
185,-1000
248,-1000
169,-1000
370,-1000
450,-1000
271,-1000
122,-1000
359,-1000
