inter-simulus interval,reponse time
9316,0
504,-1000
239,-5000
367,383
222,350
514,400
594,400
399,433
266,466
332,583
475,400
451,383
428,366
192,366
196,583
388,433
429,416
392,466
424,533
157,-5000
582,766
503,600
587,383
143,366
527,833
362,433
370,383
220,433
511,483
195,-5000
258,1166
432,400
245,433
379,616
247,483
331,383
126,500
181,466
135,516
226,400
445,500
560,600
523,450
502,416
175,416
470,516
247,433
380,533
529,433
310,450
455,400
285,350
407,583
337,500
211,516
199,483
528,516
199,533
536,616
437,516
246,400
223,400
447,550
421,516
285,483
352,433
453,566
561,566
130,433
217,483
346,550
270,500
593,533
174,416
460,533
252,500
441,533
445,466
155,550
205,1183
244,1233
420,400
142,516
252,500
546,500
579,500
154,766
469,483
485,600
198,466
512,550
275,383
375,683
375,500
430,1100
426,433
405,733
410,500
